Nutrient_Bank_Number,name,value
27560705,Phosphorus,435
58160460,Alpha_Carotene,907
58160480,Alpha_Carotene,906
42110160,Selenium,142.6
42110160,Monosaturated_Fat,30.041
42110160,Polysaturated_Fat,15.801
42110160,Total_Lipid,55.54
42110160,Copper,1.555
42110160,Magnesium,231
42110160,Phosphorus,445
42110160,Potassium,620
42110160,Vitamin_E,9.74
81302040,Polysaturated_Fat,20
81302040,Total_Lipid,34
83103000,Polysaturated_Fat,19.362
83103000,Total_Lipid,34.53
42202010,Niacin,13.112
42202010,Monosaturated_Fat,25.941
42202010,Polysaturated_Fat,12.535
42202010,Total_Lipid,51.36
42202010,Magnesium,168
42202000,Niacin,13.3
42202000,Monosaturated_Fat,25.4
42202000,Polysaturated_Fat,12.3
42202000,Total_Lipid,51.1
42202000,Magnesium,169
26319145,Sodium,1125
42110150,Selenium,141.5
42110150,Monosaturated_Fat,29.798
42110150,Polysaturated_Fat,15.673
42110150,Total_Lipid,55.09
42110150,Copper,1.542
42110150,Magnesium,229
42110150,Phosphorus,441
42110150,Potassium,615
42110150,Vitamin_E,9.66
41101990,Fiber,8.1
41102010,Fiber,8.1
74406100,Lycopene,12564
74406100,Sodium,1647
42204050,Sodium,1338
95202010,Niacin,14
95202010,Protein,50
95202010,Retinol,1050
95202010,Riboflavin,1.2
95202010,Calcium,1200
95202010,Copper,1.4
95202010,Iron,12
95202010,Magnesium,280
95202010,Phosphorus,700
95202010,Potassium,840
95202010,Zinc,10
95202010,Vitamin_A_-_RAE,1050
95202010,Vitamin_B6,1.4
95202010,Vitamin_E,9.45
95230020,Niacin,14
95230020,Protein,50
95230020,Retinol,1050
95230020,Riboflavin,1.2
95230020,Calcium,1200
95230020,Copper,1.4
95230020,Iron,12
95230020,Magnesium,280
95230020,Phosphorus,700
95230020,Potassium,840
95230020,Zinc,10
95230020,Vitamin_A_-_RAE,1050
95230020,Vitamin_B6,1.4
95230020,Vitamin_E,9.45
58161437,Alpha_Carotene,792
73402010,Beta_Carotene,10920
73402010,Vitamin_A_-_RAE,912
43107000,Fiber,10
43107000,Polysaturated_Fat,29.627
43107000,Total_Lipid,49.61
43107000,Copper,1.691
43107000,Magnesium,234
43107000,Phosphorus,1160
43107000,Potassium,834
43107000,Vitamin_E,19.72
42101000,Fiber,12.5
42101000,Riboflavin,1.138
42101000,Monosaturated_Fat,31.551
42101000,Polysaturated_Fat,12.329
42101000,Total_Lipid,49.93
42101000,Magnesium,270
42101000,Phosphorus,481
42101000,Potassium,733
42101000,Vitamin_E,25.63
41102150,Fiber,7.8
42111000,Fiber,8.4
42111000,Niacin,14.355
42111000,Monosaturated_Fat,26.181
42111000,Total_Lipid,49.66
42111000,Magnesium,178
42111000,Potassium,634
42111030,Fiber,8.8
42111200,Fiber,8.4
42111200,Niacin,14.355
42111200,Monosaturated_Fat,26.181
42111200,Total_Lipid,49.66
42111200,Magnesium,178
42111200,Potassium,634
42111210,Fiber,8.4
42111210,Niacin,14.355
42111210,Monosaturated_Fat,26.181
42111210,Total_Lipid,49.66
42111210,Magnesium,178
42111210,Potassium,634
42110120,Monosaturated_Fat,28.543
42110120,Polysaturated_Fat,13.669
42110120,Total_Lipid,54.05
42110120,Magnesium,199
42110120,Phosphorus,392
43103300,Fiber,9.3
43103300,Monosaturated_Fat,20.302
43103300,Polysaturated_Fat,23.564
43103300,Total_Lipid,53.76
43103300,Calcium,426
43103300,Copper,1.61
43103300,Phosphorus,732
42500100,Fiber,8.1
42500100,Monosaturated_Fat,24.866
42500100,Polysaturated_Fat,16.774
42500100,Total_Lipid,52.82
42500100,Magnesium,205
42500100,Phosphorus,543
42500100,Potassium,649
42500100,Vitamin_E,9.89
42111205,Fiber,8.4
42111205,Niacin,14.284
42111205,Monosaturated_Fat,26.051
42111205,Total_Lipid,49.41
42111205,Magnesium,177
42111205,Potassium,631
75503040,Beta_Cryptoxanthin,186
27564160,Calcium,347
42110110,Monosaturated_Fat,28.43
42110110,Polysaturated_Fat,13.615
42110110,Total_Lipid,53.84
42110110,Magnesium,198
42110110,Phosphorus,391
42100050,Monosaturated_Fat,28.317
42100050,Polysaturated_Fat,13.561
42100050,Total_Lipid,53.62
42100050,Magnesium,197
42100050,Phosphorus,389
42110000,Monosaturated_Fat,28.317
42110000,Polysaturated_Fat,13.561
42110000,Total_Lipid,53.62
42110000,Magnesium,197
42110000,Phosphorus,389
42110100,Monosaturated_Fat,28.317
42110100,Polysaturated_Fat,13.561
42110100,Total_Lipid,53.62
42110100,Magnesium,197
42110100,Phosphorus,389
73407050,Beta_Carotene,4771
42100100,Fiber,10.9
42100100,Riboflavin,1.197
42100100,Monosaturated_Fat,33.076
42100100,Polysaturated_Fat,12.955
42100100,Total_Lipid,52.54
42100100,Magnesium,279
42100100,Phosphorus,471
42100100,Potassium,713
42100100,Vitamin_E,23.9
41303000,Fiber,8.2
58147110,Lycopene,4397
73402023,Beta_Carotene,10453
73402023,Vitamin_A_-_RAE,908
73402000,Beta_Carotene,10433
73402000,Vitamin_A_-_RAE,887
73402020,Beta_Carotene,10433
73402020,Vitamin_A_-_RAE,887
73402022,Beta_Carotene,10432
73402022,Vitamin_A_-_RAE,901
73402021,Beta_Carotene,10425
73402021,Vitamin_A_-_RAE,871
58421060,Lycopene,3791
73403010,Beta_Carotene,11463
73403010,Vitamin_A_-_RAE,957
75236500,Niacin,127.5
75236500,Riboflavin,17.5
75236500,Thiamin,23.375
75236500,Magnesium,180
75236500,Potassium,2100
75236500,Sodium,3380
42101130,Fiber,10.6
42101130,Riboflavin,1.161
42101130,Monosaturated_Fat,33.34
42101130,Polysaturated_Fat,13.802
42101130,Total_Lipid,53.96
42101130,Magnesium,271
42101130,Phosphorus,457
42101130,Potassium,692
42101130,Vitamin_E,23.54
95201500,Choline,179.7
95201500,Niacin,25
95201500,Protein,53.57
95201500,Retinol,1875
95201500,Riboflavin,2.125
95201500,Selenium,87.5
95201500,Thiamin,2.143
95201500,Calcium,714
95201500,Copper,2.5
95201500,Iron,22.5
95201500,Magnesium,500
95201500,Phosphorus,1429
95201500,Potassium,1000
95201500,Sodium,1214
95201500,Zinc,18.75
95201500,Vitamin_A_-_RAE,1875
95201500,Vitamin_B6,2.5
95201500,Vitamin_C,75
95201500,Vitamin_E,16.88
95220010,Choline,179.7
95220010,Niacin,25
95220010,Protein,53.57
95220010,Retinol,1875
95220010,Riboflavin,2.125
95220010,Selenium,87.5
95220010,Thiamin,2.143
95220010,Calcium,714
95220010,Copper,2.5
95220010,Iron,22.5
95220010,Magnesium,500
95220010,Phosphorus,1429
95220010,Potassium,1000
95220010,Sodium,1214
95220010,Zinc,18.75
95220010,Vitamin_A_-_RAE,1875
95220010,Vitamin_B6,2.5
95220010,Vitamin_C,75
95220010,Vitamin_E,16.88
42101120,Fiber,10.5
42101120,Riboflavin,1.155
42101120,Monosaturated_Fat,33.174
42101120,Polysaturated_Fat,13.733
42101120,Total_Lipid,53.7
42101120,Magnesium,269
42101120,Phosphorus,455
42101120,Potassium,688
42101120,Vitamin_E,23.42
42101110,Fiber,10.5
42101110,Riboflavin,1.15
42101110,Monosaturated_Fat,33.01
42101110,Polysaturated_Fat,13.665
42101110,Total_Lipid,53.43
42101110,Magnesium,268
42101110,Phosphorus,452
42101110,Potassium,685
42101110,Vitamin_E,23.3
42101300,Fiber,10.4
42101300,Riboflavin,1.146
42101300,Monosaturated_Fat,32.912
42101300,Polysaturated_Fat,13.625
42101300,Total_Lipid,53.27
42101300,Magnesium,267
42101300,Phosphorus,451
42101300,Potassium,683
42101300,Vitamin_E,23.23
89901040,Sodium,1101
73407000,Beta_Carotene,4553
73407060,Beta_Carotene,4553
41305000,Fiber,7.9
27350200,Zinc,11.87
58146222,Lycopene,6115
74402010,Lycopene,12819
74402010,Sodium,1338
13140115,Saturated_Fat,13.377
73403023,Beta_Carotene,10948
73403023,Vitamin_A_-_RAE,951
77250110,Sodium,1241
73403000,Beta_Carotene,10927
73403000,Vitamin_A_-_RAE,929
73403020,Beta_Carotene,10927
73403020,Vitamin_A_-_RAE,929
73403021,Beta_Carotene,10919
73403021,Vitamin_A_-_RAE,912
73403022,Beta_Carotene,10927
73403022,Vitamin_A_-_RAE,944
41303010,Fiber,7.7
58146302,Lycopene,4676
58306070,Lycopene,4487
53420310,Monosaturated_Fat,18.077
53420310,Total_Lipid,41.23
67404070,Thiamin,1.56
58146602,Lycopene,6115
27564280,Calcium,360
58146215,Lycopene,6087
58146223,Lycopene,5982
58146362,Lycopene,4968
75216112,Beta_Cryptoxanthin,122
58101320,Lycopene,3719
91610900,Water,80.49
91611000,Water,80.49
91612000,Water,80.49
41420450,Potassium,800
41420450,Sodium,1300
58146372,Lycopene,3799
58146612,Lycopene,4676
13140100,Saturated_Fat,13.007
58146210,Lycopene,4968
58146303,Lycopene,4574
58146322,Lycopene,4968
58146342,Lycopene,4968
32202090,Cholesterol,235
58146603,Lycopene,5982
58146662,Lycopene,4968
58146363,Lycopene,4860
58146332,Lycopene,3799
58146352,Lycopene,3799
42200500,Fiber,10.3
42200500,Monosaturated_Fat,32.445
42200500,Polysaturated_Fat,13.613
42200500,Total_Lipid,55.5
42200500,Calcium,347
42200500,Magnesium,279
42200500,Phosphorus,508
42200500,Potassium,748
42200500,Vitamin_E,24.21
42200510,Fiber,10.3
42200510,Monosaturated_Fat,32.445
42200510,Polysaturated_Fat,13.613
42200510,Total_Lipid,55.5
42200510,Calcium,347
42200510,Magnesium,279
42200510,Phosphorus,508
42200510,Potassium,748
42200510,Vitamin_E,24.21
42203200,Fiber,10.3
42203200,Monosaturated_Fat,32.445
42203200,Polysaturated_Fat,13.613
42203200,Total_Lipid,55.5
42203200,Calcium,347
42203200,Magnesium,279
42203200,Phosphorus,508
42203200,Potassium,748
42203200,Vitamin_E,24.21
83104000,Polysaturated_Fat,22.952
83104000,Total_Lipid,39.07
13140000,Saturated_Fat,13.057
41202505,Lycopene,4568
58146373,Lycopene,3717
58146672,Lycopene,3799
73410340,Beta_Carotene,10425
73410340,Vitamin_A_-_RAE,870
42202200,Niacin,13.369
42202200,Protein,25.72
42202200,Retinol,1172
42202200,Monosaturated_Fat,24.832
42202200,Polysaturated_Fat,13.847
42202200,Total_Lipid,50.81
42202200,Copper,1.64
42202200,Iron,16.6
42202200,Magnesium,355
42202200,Potassium,667
42202200,Zinc,14.4
42202200,Vitamin_A_-_RAE,1172
42202200,Vitamin_B6,2.23
42202200,Vitamin_E,43.2
58146613,Lycopene,4574
58146323,Lycopene,4860
58146343,Lycopene,4860
58146622,Lycopene,4968
58146642,Lycopene,4968
75109600,Beta_Cryptoxanthin,115
75216122,Beta_Cryptoxanthin,118
75216138,Beta_Cryptoxanthin,118
75216137,Beta_Cryptoxanthin,118
83203000,Sodium,1148
58146663,Lycopene,4860
63139010,Beta_Cryptoxanthin,1447
58146333,Lycopene,3717
58146353,Lycopene,3717
58146632,Lycopene,3799
58146652,Lycopene,3799
95202000,Protein,45.71
95202000,Retinol,750
95202000,Calcium,500
95202000,Magnesium,200
95202000,Phosphorus,643
95202000,Potassium,1129
95202000,Vitamin_A_-_RAE,750
58146221,Lycopene,5664
67309020,Water,81.1
58128210,Zinc,10.02
58146673,Lycopene,3717
58146623,Lycopene,4860
58146643,Lycopene,4860
67405020,Water,81.2
42202100,Niacin,14.748
42202100,Monosaturated_Fat,26.469
42202100,Polysaturated_Fat,14.4
42202100,Total_Lipid,53.12
42202100,Magnesium,166
42202100,Potassium,688
58421000,Lycopene,4251
58146301,Lycopene,4331
58146633,Lycopene,3717
58146653,Lycopene,3717
63123000,Water,80.54
67203000,Water,81.3
67203000,Vitamin_C,67.5
67203700,Water,81.3
67203700,Vitamin_C,67.5
67309000,Water,81.4
67410000,Water,81.25
93301083,Vitamin_B6,1.625
67405000,Water,81.5
58146601,Lycopene,5664
58146361,Lycopene,4602
64201500,Water,81.17
73410330,Beta_Carotene,9973
73410330,Vitamin_A_-_RAE,833
95201200,Protein,66.67
95201200,Magnesium,181
95201200,Phosphorus,643
41202510,Lycopene,4327
67308020,Water,81.5
67309010,Water,81.7
67405010,Water,81.8
58146371,Lycopene,3519
58146611,Lycopene,4331
58146321,Lycopene,4602
58146341,Lycopene,4602
73405010,Beta_Carotene,9406
73405010,Vitamin_A_-_RAE,784
58146661,Lycopene,4602
73421000,Beta_Carotene,9384
73421000,Vitamin_A_-_RAE,782
67413700,Water,80.87
58146331,Lycopene,3519
58146351,Lycopene,3519
58146315,Lycopene,5479
32203010,Choline,146.6
63101110,Water,81.98
63101150,Water,81.98
63147110,Water,80.83
64132010,Water,81.24
64213010,Water,82.2
58146671,Lycopene,3519
63402980,Polysaturated_Fat,11.999
41205100,Sodium,5843
58146621,Lycopene,4602
58146641,Lycopene,4602
27261000,Cholesterol,1691
27261000,Choline,284.9
67408500,Water,80.7
67307020,Water,82.1
67404020,Water,82.2
73101110,Alpha_Carotene,2157
73101110,Beta_Carotene,5141
67404050,Water,81.6
99998130,Lycopene,7237
99998130,Polysaturated_Fat,13.522
58146631,Lycopene,3519
58146651,Lycopene,3519
58110200,Alpha_Carotene,912
57820100,Water,81
57824000,Water,81
57824500,Water,81
67404300,Water,81.4
63403040,Polysaturated_Fat,11.771
73409000,Beta_Carotene,7359
73405023,Beta_Carotene,8989
73405023,Vitamin_A_-_RAE,786
58131610,Lycopene,4239
73401000,Beta_Carotene,8968
73401000,Vitamin_A_-_RAE,764
73405000,Beta_Carotene,8968
73405000,Vitamin_A_-_RAE,764
73405020,Beta_Carotene,8968
73405020,Vitamin_A_-_RAE,764
73405022,Beta_Carotene,8968
73405022,Vitamin_A_-_RAE,779
73405021,Beta_Carotene,8960
73405021,Vitamin_A_-_RAE,747
67307000,Water,82.6
27220110,Lycopene,4461
42107000,Fiber,9.7
42107000,Monosaturated_Fat,45.652
42107000,Total_Lipid,60.75
42107000,Copper,1.725
42107000,Magnesium,163
42107000,Potassium,680
42107000,Vitamin_E,15.03
58134120,Lycopene,3791
73102241,Alpha_Carotene,3053
73102241,Beta_Carotene,7280
73102241,Vitamin_A_-_RAE,754
67404000,Water,82.8
58421010,Lycopene,3998
74403000,Sodium,2055
67308000,Water,82.75
27250810,Lycopene,4394
63126510,Water,81.76
63126510,Vitamin_C,71.5
58134130,Lycopene,5507
27220120,Lycopene,4302
32202110,Sodium,1093
92512050,Water,83.52
75410550,Vitamin_C,50.7
67307010,Water,83.1
67404110,Water,83.1
41205017,Fiber,7.8
75500210,Water,81.88
22000300,Protein,25
22000320,Protein,25
22101320,Protein,25
76405020,Water,81.4
67404500,Water,81.8
63129030,Water,82.58
26303131,Vitamin_B12,10.27
58130011,Lycopene,3764
63301010,Water,81.51
67104030,Water,83.14
67104040,Water,83.14
67104060,Water,83.14
42111040,Fiber,8.5
42111040,Niacin,12.066
42111040,Protein,25.8
42111040,Monosaturated_Fat,24.426
42111040,Polysaturated_Fat,15.558
42111040,Total_Lipid,49.24
42111040,Magnesium,168
42111040,Potassium,705
58134210,Lycopene,6439
27315220,Lycopene,3672
27320350,Lycopene,3672
58133120,Lycopene,3494
92511015,Water,83.87
63115010,Water,82.25
63115200,Water,82.25
58134310,Lycopene,6070
67101020,Water,83.4
67404010,Water,83.4
67415020,Beta_Cryptoxanthin,134
67415020,Water,82.9
67101000,Water,83.42
63100100,Water,82.56
27345520,Lycopene,3641
61110010,Beta_Cryptoxanthin,193
61110010,Water,80.85
27213100,Lycopene,4223
57820000,Water,82
57823000,Water,82
58133140,Lycopene,3495
63311140,Water,83.5
83300700,Water,81.8
64215010,Water,84.01
27250950,Lycopene,4454
67415000,Water,83.2
26213131,Copper,1.833
63201600,Water,82.21
27243500,Lycopene,4163
64202010,Water,83.62
12310370,Water,80.6
63141140,Water,83.56
67101010,Water,83.8
41420410,Sodium,1778
27319010,Lycopene,4551
41420400,Sodium,3833
75317020,Alpha_Carotene,1029
75317020,Water,81.62
92611100,Water,80.76
67415010,Water,83.5
26303130,Vitamin_B12,9.81
27250132,Lycopene,4455
67203800,Water,84.4
26315161,Copper,2.754
26315161,Zinc,37.64
26315161,Vitamin_B12,7.98
27320080,Lycopene,3770
63100110,Water,80.89
67600100,Water,84
56205050,Water,83.14
42111100,Fiber,9.4
42111100,Niacin,13.825
42111100,Protein,28.03
42111100,Monosaturated_Fat,25.995
42111100,Polysaturated_Fat,15.303
42111100,Total_Lipid,52.5
42111100,Magnesium,176
42111100,Phosphorus,397
42111100,Potassium,726
42111110,Fiber,9.4
42111110,Niacin,13.825
42111110,Protein,28.03
42111110,Monosaturated_Fat,25.976
42111110,Polysaturated_Fat,15.292
42111110,Total_Lipid,52.5
42111110,Magnesium,176
42111110,Phosphorus,397
42111110,Potassium,726
42106000,Fiber,9
42106000,Saturated_Fat,29.698
42106000,Total_Lipid,33.49
63137010,Water,83.96
76205060,Water,82.62
76405000,Water,82.5
27242400,Lycopene,4463
27330060,Lycopene,3719
63137140,Water,84.47
11553130,Water,83.61
56205090,Water,81.86
56205092,Water,81.86
26213130,Copper,1.751
95310550,Water,84.52
95310555,Water,84.52
58146150,Lycopene,7734
63129010,Water,83.46
63129050,Water,83.46
27320340,Lycopene,3672
64221010,Water,84.72
27315210,Lycopene,3657
75216310,Water,81.3
75317010,Alpha_Carotene,999
27313220,Lycopene,3698
92510730,Water,84.25
27345510,Lycopene,3641
56201210,Water,82.36
83110000,Polysaturated_Fat,12.187
64116020,Water,84.51
64116060,Water,84.51
27336310,Lycopene,3672
23321900,Protein,32.2
23321900,Sodium,2955
43101050,Protein,29.84
43101050,Monosaturated_Fat,15.734
43101050,Polysaturated_Fat,19.856
43101050,Total_Lipid,49.05
43101050,Copper,1.275
43101050,Magnesium,550
43101050,Phosphorus,1174
43101050,Potassium,788
43101150,Protein,29.84
43101150,Monosaturated_Fat,15.734
43101150,Polysaturated_Fat,19.856
43101150,Total_Lipid,49.05
43101150,Copper,1.275
43101150,Magnesium,550
43101150,Phosphorus,1174
43101150,Potassium,788
27343520,Lycopene,3657
67250150,Water,81.5
26315160,Copper,2.63
26315160,Zinc,35.95
26315160,Vitamin_B12,7.62
83114000,Thiamin,1.445
83114000,Polysaturated_Fat,18.22
83114000,Total_Lipid,35.06
71106070,Water,82.16
43101100,Protein,29.49
43101100,Monosaturated_Fat,15.547
43101100,Polysaturated_Fat,19.621
43101100,Total_Lipid,48.47
43101100,Copper,1.26
43101100,Magnesium,543
43101100,Phosphorus,1160
43101100,Potassium,779
64120010,Beta_Cryptoxanthin,251
64120010,Water,85.02
64210010,Beta_Cryptoxanthin,251
64210010,Water,85.02
78101125,Water,83.23
63203010,Water,84.21
67108000,Water,83.65
67108010,Water,83.65
67108020,Water,83.65
58131110,Lycopene,3791
56207026,Water,80.6
58135120,Water,82.32
71106020,Water,81.13
71106050,Water,81.13
56207030,Water,83.46
75219100,Water,83.23
75216113,Water,81.41
63125010,Lycopene,5204
63125010,Water,80.8
63125010,Vitamin_C,228.3
58131320,Lycopene,5409
41811890,Thiamin,2.651
42202130,Fiber,7.8
42202130,Niacin,16.385
42202130,Monosaturated_Fat,26.997
42202130,Polysaturated_Fat,16.266
42202130,Total_Lipid,54.89
42202130,Magnesium,164
42202130,Potassium,818
27320090,Lycopene,3770
91501010,Water,84.39
92804000,Water,85.75
75112500,Water,83
67408010,Water,83.5
41811950,Thiamin,2.095
63311110,Water,85.1
67104070,Water,85.63
67104080,Water,85.6
67104090,Water,85.62
76405010,Water,83.6
61122330,Beta_Cryptoxanthin,478
61122330,Water,85.04
56207060,Water,81.94
56207070,Water,81.94
13120800,Water,81.85
91501100,Water,84.22
63126500,Water,83.9
63126500,Vitamin_C,74.7
76209020,Beta_Carotene,3982
76209020,Water,84.1
41420100,Polysaturated_Fat,22.734
41420100,Total_Lipid,41
41420100,Sodium,1086
63141110,Water,85.16
41812450,Lycopene,8260
42112000,Fiber,9.6
42112000,Monosaturated_Fat,40.801
42112000,Polysaturated_Fat,21.614
42112000,Total_Lipid,71.97
42112000,Copper,1.2
42112000,Magnesium,121
42112100,Fiber,9.6
42112100,Monosaturated_Fat,40.801
42112100,Polysaturated_Fat,21.614
42112100,Total_Lipid,71.97
42112100,Copper,1.2
42112100,Magnesium,121
63103110,Water,84.97
58408500,Water,82.12
58174000,Water,80.99
63101000,Water,85.56
27320070,Lycopene,3703
27313210,Lycopene,3698
42116000,Polysaturated_Fat,47.174
42116000,Total_Lipid,65.21
42116000,Copper,1.586
42116000,Magnesium,158
63311000,Water,84.92
27336300,Lycopene,3672
58131523,Lycopene,8625
58131523,Water,80.91
64201010,Water,85.63
64121000,Water,85.62
67109030,Water,85.6
76209000,Beta_Carotene,3922
76209000,Water,84.45
63135140,Water,85.68
27343510,Lycopene,3657
71103320,Water,83.97
63143110,Water,85.4
92530510,Water,86.17
63137110,Water,86.05
92101930,Water,83.63
92101933,Water,84.21
11511000,Water,82.34
11511300,Water,82.34
11511610,Water,82.34
92101923,Water,84.82
92101931,Water,84.41
11513600,Water,82
42112210,Fiber,9.3
42112210,Monosaturated_Fat,40.833
42112210,Polysaturated_Fat,22.201
42112210,Total_Lipid,72.81
42112210,Magnesium,117
92101920,Water,83.7
92101921,Water,84.48
63402950,Polysaturated_Fat,12.743
26303140,Vitamin_B12,8.61
11513750,Water,83.58
61100600,Beta_Cryptoxanthin,407
61100600,Water,85.17
61125010,Beta_Cryptoxanthin,407
61125010,Water,85.17
91501020,Water,85.35
58125180,Saturated_Fat,15.84
25221855,Niacin,12.016
25221855,Potassium,993
42112200,Fiber,9.2
42112200,Monosaturated_Fat,40.429
42112200,Polysaturated_Fat,21.981
42112200,Total_Lipid,72.09
42112200,Magnesium,116
64203020,Water,86.23
92410410,Water,86.7
63311050,Water,85.31
25220108,Potassium,988
25221408,Potassium,988
25221875,Potassium,988
78101100,Water,83.59
11513550,Water,81.48
71501018,Water,81.54
76209010,Beta_Carotene,3863
76209010,Water,84.8
92582110,Water,85.4
11513700,Water,82.96
92102080,Water,85.09
11513400,Water,81.43
58302050,Lycopene,6934
92531030,Water,86.39
56203086,Water,82.69
64126000,Water,85.95
92102020,Water,85.15
92102060,Water,84
92550380,Water,85.95
63141010,Water,86
63141010,Vitamin_C,47.8
63141200,Water,86
63141200,Vitamin_C,47.8
64200100,Water,86.63
64204010,Water,86.63
92102070,Water,84.76
64134015,Water,85.51
11551050,Water,82.44
26105131,Phosphorus,441
26119131,Vitamin_B12,11.41
26153131,Niacin,18.093
26153131,Protein,26.23
26153131,Selenium,93.7
63133100,Beta_Cryptoxanthin,375
63133100,Water,86.03
42113000,Monosaturated_Fat,18.764
42113000,Polysaturated_Fat,34.071
42113000,Total_Lipid,68.37
42113000,Copper,1.324
42113000,Magnesium,251
42113000,Phosphorus,575
92102000,Water,84.06
92102010,Water,84.82
63403010,Polysaturated_Fat,12.487
75311012,Alpha_Carotene,965
75311012,Water,82.98
58162140,Water,82.37
11513500,Water,80.62
78101115,Water,84.43
95310800,Water,86.73
92101938,Water,83.32
26213140,Cholesterol,242
26213140,Copper,1.717
71103300,Water,80.52
71103310,Water,80.52
92101928,Water,83.39
92101935,Water,82.25
92101936,Water,82.99
64124020,Water,86.37
92101925,Water,82.32
92101926,Water,83.06
42109100,Fiber,8
42109100,Monosaturated_Fat,59.275
42109100,Total_Lipid,76.08
42109100,Magnesium,118
92410550,Water,86.89
95342000,Beta_Carotene,5784
95342000,Water,84.88
95342000,Vitamin_E,11.11
75604020,Water,83.43
83208500,Polysaturated_Fat,12.856
83208500,Sodium,1845
27260510,Cholesterol,335
27260510,Choline,329.4
27260510,Niacin,12.1
27260510,Retinol,6233
27260510,Riboflavin,2.35
27260510,Copper,9.301
27260510,Phosphorus,384
27260510,Vitamin_A_-_RAE,6255
27260510,Vitamin_B12,45.89
71501006,Water,81.76
26311171,Copper,1.317
21304200,Saturated_Fat,12.993
21304210,Saturated_Fat,12.993
56203085,Water,80.72
56203087,Water,80.72
67204100,Water,86.5
67304030,Water,85.6
95310700,Riboflavin,1.6
95310700,Water,87.08
95310700,Vitamin_B6,1.353
41420200,Magnesium,115
41420200,Potassium,729
75311020,Alpha_Carotene,937
75311020,Water,80.9
75311022,Alpha_Carotene,937
75311022,Water,80.9
75311028,Alpha_Carotene,937
75311028,Water,81.23
75311027,Alpha_Carotene,937
75311027,Water,80.57
92102110,Water,83.68
26315110,Copper,2.572
26315110,Zinc,35.1
26315140,Copper,2.572
26315140,Zinc,35.1
58404100,Water,82.95
92102050,Water,83.74
92102090,Water,82.64
92171000,Water,83.56
92102100,Water,83.35
92102030,Water,82.7
92102040,Water,83.42
75142000,Water,85.1
78101120,Water,86.25
26105130,Phosphorus,421
26119130,Vitamin_B12,10.9
26153130,Niacin,17.281
26153130,Protein,25.05
26153130,Selenium,89.5
92582100,Water,87.49
53420100,Saturated_Fat,12.774
27232000,Lycopene,4486
73111211,Alpha_Carotene,1726
73111211,Beta_Carotene,4309
73111211,Water,82.63
56201516,Water,85.79
64100100,Water,87.05
64100110,Water,87.05
64100200,Water,87.05
56201000,Water,85.75
56201051,Water,85.75
63311170,Water,86.71
14108010,Protein,29.6
14108010,Saturated_Fat,15.5
14108010,Calcium,884
14108010,Phosphorus,634
14108010,Sodium,1750
14108020,Protein,29.6
14108020,Saturated_Fat,15.5
14108020,Calcium,884
14108020,Phosphorus,634
14108020,Sodium,1750
64134030,Water,86.31
67104020,Water,86.9
58304200,Lycopene,6354
58301050,Lycopene,7262
11431000,Water,81
11519200,Water,82.94
67203200,Water,87.1
27311630,Lycopene,3611
27320110,Lycopene,3611
41311030,Lycopene,4468
56208500,Water,82.4
56201515,Water,84.43
56201517,Water,84.43
63141170,Water,86.76
67100200,Water,87.14
11519215,Water,84.62
26311170,Copper,1.258
56200990,Water,84.39
56201040,Water,84.39
56201050,Water,84.39
56201052,Water,84.39
61213800,Water,87.24
64105400,Water,87.13
56203610,Water,84.69
75224120,Water,82.4
14620310,Lycopene,6399
14620310,Calcium,455
27341060,Lycopene,3582
63203600,Water,86.59
21103110,Protein,25.02
21103130,Protein,25.02
26205110,Vitamin_B12,16.05
74604600,Lycopene,4696
74604600,Water,82.51
11511200,Water,82.17
73111220,Alpha_Carotene,1675
73111220,Beta_Carotene,4189
73111221,Alpha_Carotene,1675
73111221,Beta_Carotene,4189
76501000,Water,84.1
75310990,Alpha_Carotene,840
56208510,Water,81.14
56208520,Water,81.14
89901050,Lycopene,5558
92510955,Water,87.9
95310200,Water,87.3
95310500,Water,87.3
73305020,Water,81.23
11519205,Water,83.95
67104000,Water,87.3
91108010,Water,87
91200005,Water,87
56203600,Water,83.36
56203620,Water,83.36
26301160,Protein,34.05
26301160,Selenium,89.2
63207010,Water,87.32
75100750,Water,84.08
63135110,Water,87.24
63219000,Water,85.75
63219610,Water,85.75
27330170,Beta_Carotene,4219
75201011,Water,83.83
75201012,Water,83.83
75201013,Water,83.83
56202900,Water,82.3
63413010,Water,81.45
58401200,Water,85.28
67212000,Water,87.9
41602070,Water,82.4
11519050,Water,81.46
61122300,Beta_Cryptoxanthin,490
61122300,Water,87.27
74604500,Lycopene,4025
74604500,Water,84.92
11436000,Water,82.57
67108030,Water,87.4
63137170,Water,87.63
32110150,Cholesterol,495
32110150,Choline,330.4
32110150,Protein,28.36
32110150,Monosaturated_Fat,14.225
32110150,Polysaturated_Fat,12.64
32110150,Total_Lipid,35.65
32110150,Phosphorus,408
58125110,Saturated_Fat,15.512
61119010,Beta_Cryptoxanthin,116
61119010,Water,86.75
61119010,Vitamin_C,53.2
42102000,Selenium,1917
42102000,Monosaturated_Fat,23.879
42102000,Polysaturated_Fat,24.399
42102000,Saturated_Fat,16.134
42102000,Total_Lipid,67.1
42102000,Copper,1.743
42102000,Magnesium,376
42102000,Phosphorus,725
42102000,Potassium,659
