Nutrient_Bank_Number,name,value
57331000,Iron,18.3
57331000,Magnesium,168
57301530,Carbohydrate,78.69
57301530,Fiber,13.7
57301530,Vitamin_B12,18
57301530,Vitamin_B6,6.05
57301530,Vitamin_C,91
57301530,Vitamin_E,60.97
57120000,Carbohydrate,78.65
57120000,Niacin,20.36
57120000,Riboflavin,1.732
57120000,Thiamin,1.53
57120000,Iron,18.36
57120000,Zinc,15.29
57120000,Vitamin_B6,2.038
54408081,Carbohydrate,78.62
54408081,Sodium,1567
62101050,Carbohydrate,78.62
62101050,Sugar_Total,66.33
57301500,Carbohydrate,78.6
57301500,Fiber,8
57301500,Magnesium,153
62114050,Carbohydrate,78.58
62114050,Sugar_Total,66.27
54403110,Carbohydrate,78.47
54403110,Sugar_Total,52.77
54408105,Carbohydrate,78.43
54408105,Sodium,2154
92291300,Carbohydrate,78.42
92291300,Fiber,23.3
92291300,Niacin,17.664
92291300,Magnesium,244
92291300,Phosphorus,580
92291300,Potassium,2443
57305165,Carbohydrate,78.33
57305165,Niacin,16.67
57305165,Riboflavin,1.41
57305165,Thiamin,1.25
57305165,Iron,30
57305165,Zinc,12.5
57305165,Vitamin_B6,1.66
57803000,Carbohydrate,78.21
57803000,Niacin,15
57803000,Riboflavin,1.333
57803000,Calcium,800
57803000,Iron,30
57803000,Zinc,10.66
57803000,Vitamin_B6,1.166
57803000,Vitamin_C,58.3
57125010,Carbohydrate,78.19
57125010,Fiber,11.2
57125010,Niacin,14.3
57125010,Riboflavin,1.2
57125010,Calcium,714
57125010,Iron,12.89
57125010,Zinc,10.69
57125010,Vitamin_B6,1.42
91760000,Carbohydrate,78.17
91760000,Sugar_Total,66.5
53243050,Carbohydrate,78.16
57316450,Carbohydrate,78.09
57316450,Fiber,8.2
57316450,Iron,15
57806100,Carbohydrate,78.07
57806100,Niacin,13
57806100,Calcium,800
57806100,Iron,45
57806100,Magnesium,118
57806100,Vitamin_C,58.3
57125000,Carbohydrate,77.99
57125000,Niacin,24.533
57125000,Retinol,918
57125000,Riboflavin,2.067
57125000,Thiamin,2.467
57125000,Calcium,444
57125000,Iron,20.48
57125000,Zinc,18.12
57125000,Vitamin_A_-_RAE,918
57125000,Vitamin_B6,2.7
54102100,Carbohydrate,77.96
54102100,Calcium,429
57327500,Carbohydrate,77.77
57327500,Fiber,8.3
57327500,Iron,29.3
57327500,Magnesium,115
91726420,Carbohydrate,77.77
91726420,Sugar_Total,66.89
57304100,Carbohydrate,77.74
57304100,Niacin,17.18
57304100,Riboflavin,1.49
57304100,Thiamin,1.28
57304100,Calcium,351
57304100,Iron,29.33
57304100,Phosphorus,423
57304100,Zinc,13.78
57304100,Vitamin_B6,1.8
91713100,Carbohydrate,77.74
91713100,Sugar_Total,75.85
91735000,Carbohydrate,77.74
91735000,Sugar_Total,75.85
54408082,Carbohydrate,77.69
54408082,Sodium,1625
54102010,Carbohydrate,77.66
54102015,Carbohydrate,77.66
53712210,Carbohydrate,77.6
53712210,Sugar_Total,45.24
53712210,Vitamin_B6,1.59
54408110,Carbohydrate,77.52
54408110,Sodium,2577
54403010,Carbohydrate,77.47
54403010,Fiber,14.4
54403010,Magnesium,143
54319005,Carbohydrate,77.41
54319005,Magnesium,164
91705500,Carbohydrate,77.41
91705500,Sugar_Total,69.4
57330000,Carbohydrate,77.29
57330000,Fiber,11.4
57330000,Niacin,13.8
57330000,Riboflavin,1.08
57330000,Iron,12.33
57330000,Magnesium,122
57330000,Potassium,653
57330000,Vitamin_B6,1.843
57806000,Carbohydrate,77.1
57806000,Fiber,7.8
57806000,Niacin,20.56
57806000,Riboflavin,3.56
57806000,Thiamin,3.78
57806000,Calcium,696
57806000,Iron,47.5
57806000,Potassium,668
91703020,Carbohydrate,77
91703020,Sugar_Total,65.5
62108100,Carbohydrate,76.98
62108100,Sugar_Total,62.28
62108100,Potassium,777
53223000,Carbohydrate,76.9
53530010,Carbohydrate,76.8
91301030,Carbohydrate,76.79
91301030,Sugar_Total,76.77
54408115,Carbohydrate,76.7
54408115,Sodium,2473
91713030,Carbohydrate,76.7
91713030,Sugar_Total,73.12
54350010,Carbohydrate,76.68
54350010,Riboflavin,1.6
54350010,Thiamin,1.4
54350010,Calcium,400
54350010,Iron,22.5
54350010,Phosphorus,709
57830100,Carbohydrate,76.68
57830100,Riboflavin,1.6
57830100,Thiamin,1.4
57830100,Calcium,400
57830100,Iron,22.5
57830100,Phosphorus,709
67100110,Carbohydrate,76.61
67100110,Sugar_Total,68.65
67100110,Vitamin_C,179.9
51187000,Carbohydrate,76.6
57143500,Carbohydrate,76.6
57143500,Fiber,11.1
54408250,Carbohydrate,76.56
54408250,Sugar_Total,45.42
53803250,Carbohydrate,76.4
57416000,Carbohydrate,76.39
57416000,Fiber,9.4
57416000,Selenium,123.1
57416000,Magnesium,133
54403160,Carbohydrate,76.37
54403160,Fiber,8.3
54403160,Sugar_Total,47.66
91302020,Carbohydrate,76.37
91302020,Sugar_Total,68.03
53209020,Carbohydrate,76.17
53209020,Sugar_Total,41.18
57316385,Carbohydrate,76.13
57316385,Niacin,15.885
57316385,Retinol,730
57316385,Thiamin,1.307
57316385,Iron,20.64
57316385,Zinc,12.69
57316385,Vitamin_A_-_RAE,730
57316385,Vitamin_B6,1.634
53261000,Carbohydrate,76.03
53261000,Sugar_Total,49
92191200,Carbohydrate,76
92191200,Niacin,28.075
92191200,Riboflavin,1.36
92191200,Magnesium,311
92191200,Potassium,3501
53239010,Carbohydrate,75.99
57401100,Carbohydrate,75.96
57401100,Fiber,10.7
57401100,Niacin,17.857
57401100,Retinol,1071
57401100,Riboflavin,1.518
57401100,Thiamin,1.339
57401100,Calcium,357
57401100,Iron,32.14
57401100,Magnesium,143
57401100,Phosphorus,536
57401100,Zinc,13.39
57401100,Vitamin_A_-_RAE,1071
57401100,Vitamin_B6,1.786
54420220,Carbohydrate,75.69
57335550,Carbohydrate,75.6
57335550,Niacin,17.2
57335550,Riboflavin,1.5
57335550,Thiamin,1.3
57335550,Calcium,345
57335550,Iron,15.5
57335550,Zinc,12.9
57335550,Vitamin_B6,1.724
57335550,Vitamin_E,23.64
54337060,Carbohydrate,75.52
54337060,Fiber,10.9
54337060,Magnesium,120
53712000,Carbohydrate,75.47
62114110,Beta_Cryptoxanthin,782
62114110,Carbohydrate,75.43
62114110,Sugar_Total,67.55
12210420,Carbohydrate,75.42
12210420,Sugar_Total,58.01
12210420,Saturated_Fat,19.446
92191100,Carbohydrate,75.4
92191100,Niacin,28.173
92191100,Magnesium,327
92191100,Potassium,3535
57321900,Carbohydrate,75.27
57321900,Fiber,16.6
57321900,Phosphorus,460
54305020,Carbohydrate,75.23
54305020,Fiber,10.2
54408260,Carbohydrate,75.06
54408260,Sugar_Total,45.25
91407120,Carbohydrate,75.04
91407120,Sugar_Total,71.58
62110100,Carbohydrate,75.03
62110100,Fiber,8
62110100,Sugar_Total,63.35
62110100,Potassium,656
91723010,Carbohydrate,75.03
91723010,Sugar_Total,55.74
57308190,Carbohydrate,74.9
57308190,Fiber,7.7
57308190,Vitamin_B12,10.89
57308190,Vitamin_B6,3.64
57308190,Vitamin_E,9.82
57327450,Carbohydrate,74.9
57327450,Fiber,10.2
57327450,Iron,29.9
57327450,Magnesium,168
57327450,Phosphorus,518
91303000,Carbohydrate,74.73
91303000,Sugar_Total,74.72
91303000,Magnesium,242
91303000,Potassium,1464
53720210,Carbohydrate,74.72
53720210,Fiber,8.3
53720210,Calcium,444
54408210,Carbohydrate,74.7
54408210,Sugar_Total,44.09
91708160,Carbohydrate,74.64
91708160,Sugar_Total,39.15
91708160,Calcium,430
91708160,Vitamin_C,260.8
91713080,Carbohydrate,74.61
91713080,Sugar_Total,71
54404020,Carbohydrate,74.59
11825000,Carbohydrate,74.46
11825000,Choline,225
11825000,Riboflavin,2.208
11825000,Sugar_Total,74.46
11825000,Calcium,796
11825000,Magnesium,176
11825000,Phosphorus,932
11825000,Potassium,2080
11825000,Sodium,1079
91706400,Carbohydrate,74.38
91706400,Sugar_Total,73.27
53104300,Carbohydrate,74.3
53104300,Fiber,14.9
53109220,Carbohydrate,74.3
53109220,Fiber,14.9
57231200,Carbohydrate,74.3
57231200,Fiber,9.3
57231200,Iron,16.4
53710902,Carbohydrate,74.29
53710902,Sugar_Total,40
32401000,Carbohydrate,74.24
32401000,Sugar_Total,73.06
57101000,Carbohydrate,74.24
57101000,Fiber,29.3
57101000,Niacin,14.8
57101000,Riboflavin,2.71
57101000,Thiamin,2.27
57101000,Calcium,389
57101000,Iron,17.6
57101000,Magnesium,362
57101000,Phosphorus,1150
57101000,Potassium,1020
57101000,Zinc,12.4
57101000,Vitamin_B12,18.8
57101000,Vitamin_B6,12
51187020,Carbohydrate,74.2
51188500,Carbohydrate,74.2
54401095,Carbohydrate,74.18
54404000,Carbohydrate,74.18
54404010,Carbohydrate,74.18
53240000,Carbohydrate,74.1
57806200,Carbohydrate,74.1
57806200,Fiber,7.8
57806200,Iron,14.3
57806200,Phosphorus,429
54313000,Carbohydrate,74.05
54325000,Carbohydrate,74.05
92192000,Carbohydrate,74.04
92192000,Sugar_Total,58.2
92192000,Potassium,1033
54408420,Carbohydrate,73.99
54408460,Carbohydrate,73.99
95210000,Carbohydrate,73.92
95210000,Fiber,18.1
95210000,Niacin,38.462
95210000,Retinol,1034
95210000,Thiamin,1.442
95210000,Calcium,364
95210000,Magnesium,385
95210000,Phosphorus,385
95210000,Zinc,17.31
95210000,Vitamin_A_-_RAE,1034
95210000,Vitamin_B12,8.08
95210000,Vitamin_B6,2.308
95210000,Vitamin_E,51.92
95210010,Carbohydrate,73.92
95210010,Fiber,18.1
95210010,Niacin,38.462
95210010,Retinol,1034
95210010,Thiamin,1.442
95210010,Calcium,364
95210010,Magnesium,385
95210010,Phosphorus,385
95210010,Zinc,17.31
95210010,Vitamin_A_-_RAE,1034
95210010,Vitamin_B12,8.08
95210010,Vitamin_B6,2.308
95210010,Vitamin_E,51.92
91708020,Carbohydrate,73.81
91708020,Sugar_Total,45.95
53230000,Carbohydrate,73.8
53231000,Carbohydrate,73.8
54102060,Carbohydrate,73.8
57227000,Carbohydrate,73.75
57227000,Fiber,9.4
57229000,Carbohydrate,73.75
57229000,Fiber,9.4
57309100,Carbohydrate,73.75
57309100,Fiber,9.4
57320500,Carbohydrate,73.75
57320500,Fiber,9.4
53803050,Alpha_Carotene,810
53803050,Carbohydrate,73.7
53247050,Carbohydrate,73.6
54202020,Carbohydrate,73.48
54202020,Potassium,716
57804000,Carbohydrate,73.48
57804000,Niacin,21.348
57804000,Riboflavin,1.586
57804000,Thiamin,1.431
57804000,Calcium,1160
57804000,Iron,64.1
57804000,Phosphorus,506
57804000,Zinc,12.68
57804000,Vitamin_E,12.23
54403091,Carbohydrate,73.41
54403091,Fiber,10
12210430,Carbohydrate,73.4
12210430,Sugar_Total,73.4
12210430,Potassium,902
12210440,Carbohydrate,73.4
12210440,Sugar_Total,73.4
12210440,Potassium,902
53260030,Carbohydrate,73.4
53260030,Sugar_Total,39.81
57344000,Carbohydrate,73.4
57344000,Niacin,22.6
57344000,Riboflavin,1.91
57344000,Thiamin,1.69
57344000,Iron,28
57344000,Vitamin_B12,19.4
57344000,Vitamin_B6,6.44
57344000,Vitamin_C,68
57344000,Vitamin_E,15.3
57000100,Carbohydrate,73.2
57000100,Fiber,10.1
57000100,Niacin,17.9
57000100,Retinol,990
57000100,Thiamin,1.3
57000100,Calcium,357
57000100,Iron,28.9
57000100,Potassium,633
57000100,Zinc,13.4
57000100,Vitamin_A_-_RAE,990
57000100,Vitamin_B6,1.79
57123000,Carbohydrate,73.2
57123000,Fiber,10.1
57123000,Niacin,17.9
57123000,Retinol,990
57123000,Thiamin,1.3
57123000,Calcium,357
57123000,Iron,28.9
57123000,Potassium,633
57123000,Zinc,13.4
57123000,Vitamin_A_-_RAE,990
57123000,Vitamin_B6,1.79
57306700,Carbohydrate,73.2
57306700,Fiber,10.1
57306700,Niacin,17.9
57306700,Retinol,990
57306700,Thiamin,1.3
57306700,Calcium,357
57306700,Iron,28.9
57306700,Potassium,633
57306700,Zinc,13.4
57306700,Vitamin_A_-_RAE,990
57306700,Vitamin_B6,1.79
92191105,Carbohydrate,73.18
92191105,Niacin,28.173
92191105,Magnesium,327
92191105,Potassium,3535
91703040,Carbohydrate,72.95
91703040,Sugar_Total,62.28
91746200,Carbohydrate,72.94
91746200,Sugar_Total,50
91703080,Carbohydrate,72.93
91718100,Carbohydrate,72.9
91718100,Sugar_Total,45.9
91739600,Carbohydrate,72.86
91739600,Sugar_Total,64
54336000,Carbohydrate,72.81
53714500,Carbohydrate,72.8
53714500,Niacin,13.5
53714500,Riboflavin,1.1
53714500,Vitamin_B6,1.4
53714520,Carbohydrate,72.8
53714520,Niacin,13.5
53714520,Riboflavin,1.1
53714520,Vitamin_B6,1.4
53710700,Carbohydrate,72.73
53207000,Carbohydrate,72.7
53210000,Carbohydrate,72.7
53244020,Carbohydrate,72.7
53244020,Sugar_Total,45.92
53247000,Carbohydrate,72.6
91407100,Carbohydrate,72.56
91407100,Sugar_Total,71.62
54319500,Carbohydrate,72.54
54403061,Carbohydrate,72.38
54403061,Fiber,13.9
54403061,Magnesium,148
54401065,Carbohydrate,72.35
54401065,Calcium,357
53710900,Carbohydrate,72.27
53710900,Sugar_Total,42.86
53238000,Carbohydrate,72.1
53238000,Sugar_Total,39.3
53243000,Carbohydrate,72.1
53243000,Sugar_Total,39.3
54102200,Carbohydrate,72.1
54102200,Sugar_Total,39.3
53710600,Carbohydrate,72.05
53710600,Sugar_Total,45.97
53710600,Calcium,410
54401011,Carbohydrate,71.86
53530000,Carbohydrate,71.83
67430500,Beta_Cryptoxanthin,122
67430500,Carbohydrate,71.82
67430500,Sugar_Total,57.14
67430500,Calcium,457
67430500,Phosphorus,382
67430500,Potassium,714
67430500,Vitamin_C,57.1
54308000,Carbohydrate,71.73
51184100,Carbohydrate,71.64
92192030,Carbohydrate,71.64
92192030,Magnesium,135
92192030,Phosphorus,442
92192030,Potassium,1958
92512040,Carbohydrate,71.6
54301100,Carbohydrate,71.52
54338100,Carbohydrate,71.52
91713010,Carbohydrate,71.51
91713010,Sugar_Total,66.63
54403053,Carbohydrate,71.5
54403053,Fiber,14.1
54403053,Magnesium,150
54403057,Carbohydrate,71.5
54403057,Fiber,14.1
54403057,Magnesium,150
57301511,Carbohydrate,71.4
57301511,Fiber,14.5
71200400,Carbohydrate,71.4
71200400,Potassium,721
71203010,Carbohydrate,71.4
71203010,Potassium,721
71203030,Carbohydrate,71.4
71203030,Potassium,721
92192040,Carbohydrate,71.4
92192040,Magnesium,122
92192040,Phosphorus,451
92192040,Potassium,1856
91733000,Carbohydrate,71.24
91733000,Sugar_Total,51.33
71930200,Carbohydrate,71.22
71930200,Sodium,1185
91726140,Carbohydrate,71.22
91726140,Sugar_Total,57.81
91746010,Carbohydrate,71.19
91746010,Sugar_Total,63.68
91746010,Saturated_Fat,13.08
91746100,Carbohydrate,71.19
91746100,Sugar_Total,63.68
91746100,Saturated_Fat,13.08
91746120,Carbohydrate,71.19
91746120,Sugar_Total,63.68
91746120,Saturated_Fat,13.08
91746150,Carbohydrate,71.19
91746150,Sugar_Total,63.68
91746150,Saturated_Fat,13.08
91726110,Carbohydrate,71.17
91726110,Sugar_Total,59.69
91726130,Carbohydrate,71.17
91726130,Sugar_Total,59.69
54408416,Carbohydrate,71.04
54408456,Carbohydrate,71.04
71200410,Carbohydrate,71.04
71200410,Potassium,717
71203020,Carbohydrate,71.04
71203020,Potassium,717
53209015,Carbohydrate,71
53209015,Sugar_Total,40.67
53209015,Iron,12.14
53209500,Carbohydrate,71
53209500,Sugar_Total,40.67
53209500,Iron,12.14
54103000,Carbohydrate,70.99
91715300,Carbohydrate,70.97
91715300,Sugar_Total,51.9
53220000,Carbohydrate,70.9
53220000,Sugar_Total,46.36
53220010,Carbohydrate,70.9
53220010,Sugar_Total,46.36
53220030,Carbohydrate,70.9
53220030,Sugar_Total,46.36
53220040,Carbohydrate,70.9
53220040,Sugar_Total,46.36
53251100,Carbohydrate,70.9
53251100,Sugar_Total,46.36
53714510,Carbohydrate,70.9
53714510,Sugar_Total,46.36
57106050,Carbohydrate,70.9
57106050,Fiber,11.2
57106050,Iron,28
54102050,Carbohydrate,70.73
54339000,Carbohydrate,70.73
54408475,Carbohydrate,70.73
53242000,Carbohydrate,70.64
53242000,Sugar_Total,42.95
53241510,Carbohydrate,70.54
54408411,Carbohydrate,70.34
57143000,Carbohydrate,70.3
57143000,Fiber,12.7
57143000,Magnesium,153
54408480,Carbohydrate,70.26
53711000,Carbohydrate,70.2
54337010,Carbohydrate,70.14
54337010,Fiber,8.6
54337020,Carbohydrate,70.14
54337020,Fiber,8.6
54337030,Carbohydrate,70.14
54337030,Fiber,8.6
54338000,Carbohydrate,70.14
54338000,Fiber,8.6
54338010,Carbohydrate,70.14
54338010,Fiber,8.6
54338020,Carbohydrate,70.14
54338020,Fiber,8.6
53240010,Carbohydrate,70.09
53240010,Sugar_Total,41.1
53240010,Saturated_Fat,16.2
54408190,Carbohydrate,70.07
54408190,Sugar_Total,38.8
54408200,Carbohydrate,70.07
54408200,Sugar_Total,38.8
54408415,Carbohydrate,70.06
54408455,Carbohydrate,70.06
91703030,Carbohydrate,70.03
91703030,Sugar_Total,58.57
91401000,Carbohydrate,69.95
91401000,Sugar_Total,51.22
53260200,Carbohydrate,69.9
53710400,Carbohydrate,69.82
53710400,Fiber,22.5
53710400,Magnesium,190
53710400,Phosphorus,419
53714300,Carbohydrate,69.82
53714300,Fiber,22.5
53714300,Magnesium,190
53714300,Phosphorus,419
62119100,Carbohydrate,69.7
62119100,Sugar_Total,62.2
53720300,Carbohydrate,69.63
53720300,Niacin,32.6
53720300,Riboflavin,1.92
53720300,Thiamin,8.06
53720300,Calcium,504
53720300,Copper,1.43
53720300,Iron,11.7
53720300,Magnesium,248
53720300,Phosphorus,614
53720300,Zinc,9.96
53720300,Vitamin_B6,2.2
53720300,Vitamin_C,92.3
91300010,Carbohydrate,69.6
91300010,Sugar_Total,42
91300100,Carbohydrate,69.6
91300100,Sugar_Total,42
53711004,Carbohydrate,69.4
53711004,Calcium,417
53713000,Carbohydrate,69.4
53713000,Calcium,417
57801000,Carbohydrate,69.4
57801000,Niacin,14.28
57801000,Riboflavin,1.07
57801000,Calcium,643
57801000,Iron,48.21
57801000,Magnesium,115
54408400,Carbohydrate,69.38
54408405,Carbohydrate,69.38
54408410,Carbohydrate,69.38
54408450,Carbohydrate,69.38
53105500,Carbohydrate,69.37
53105500,Fiber,14.9
53108220,Carbohydrate,69.37
53108220,Fiber,14.9
91708040,Carbohydrate,69.33
91708040,Sugar_Total,55.26
91705090,Carbohydrate,69.3
91705090,Sugar_Total,61.69
53210900,Carbohydrate,68.97
53210900,Sugar_Total,43.87
91402000,Carbohydrate,68.86
91402000,Sugar_Total,48.5
53244010,Carbohydrate,68.83
53244010,Saturated_Fat,14.8
61113500,Carbohydrate,68.78
61113500,Sugar_Total,62.22
53203000,Carbohydrate,68.7
53206550,Carbohydrate,68.7
53233000,Carbohydrate,68.7
53233010,Carbohydrate,68.7
53233100,Carbohydrate,68.7
53236100,Carbohydrate,68.7
53801000,Carbohydrate,68.63
53801000,Riboflavin,1.053
53801000,Sugar_Total,42
53801000,Calcium,1053
53801000,Iron,13.16
54200100,Carbohydrate,68.6
54200100,Fiber,10.5
54204020,Carbohydrate,68.6
54204020,Fiber,10.5
54204030,Carbohydrate,68.6
54204030,Fiber,10.5
91718110,Carbohydrate,68.45
91718110,Sugar_Total,48.33
51184000,Carbohydrate,68.4
91739010,Carbohydrate,68.4
91739010,Sugar_Total,62.22
11830165,Carbohydrate,68.31
11830165,Choline,266.9
11830165,Fiber,9.1
11830165,Niacin,25.6
11830165,Thiamin,1.5
11830165,Calcium,909
11830165,Copper,1.818
11830165,Magnesium,410
11830165,Phosphorus,500
11830165,Potassium,1705
11830165,Zinc,13.64
11830165,Vitamin_B6,1.818
11830165,Vitamin_C,54.5
53118200,Carbohydrate,68.29
53118200,Sugar_Total,49.79
54402700,Carbohydrate,68.26
91701020,Carbohydrate,68.26
91701020,Sugar_Total,62.5
91701020,Magnesium,137
91701020,Vitamin_E,12.36
54325060,Carbohydrate,68.25
54325060,Sodium,1214
53209100,Carbohydrate,68.2
53209100,Sugar_Total,46
53209100,Monosaturated_Fat,16.076
53243010,Carbohydrate,68.2
53243010,Sugar_Total,46
53243010,Monosaturated_Fat,16.076
54304100,Carbohydrate,68.19
54304100,Sodium,1167
92193025,Carbohydrate,68.16
92193025,Potassium,1227
91713040,Carbohydrate,68.15
91713040,Sugar_Total,63.37
51306000,Carbohydrate,68.14
71980200,Carbohydrate,68.1
71980200,Polysaturated_Fat,12.88
71980200,Potassium,755
71980200,Vitamin_E,11.34
54402080,Carbohydrate,68.08
54403082,Carbohydrate,68.08
54403082,Fiber,12.7
54403082,Magnesium,126
53237000,Carbohydrate,68
53237000,Sugar_Total,47.56
53260300,Carbohydrate,68
91703070,Carbohydrate,67.95
91703070,Sugar_Total,63.93
91703070,Saturated_Fat,14.542
91305020,Carbohydrate,67.89
91305020,Sugar_Total,63.1
53209005,Carbohydrate,67.87
53209005,Saturated_Fat,16.5
71202100,Carbohydrate,67.8
71202100,Potassium,1744
54401075,Carbohydrate,67.78
54403086,Carbohydrate,67.78
54403086,Fiber,12.6
54403086,Magnesium,125
54403088,Carbohydrate,67.78
54403088,Fiber,12.6
54403088,Magnesium,125
53452120,Carbohydrate,67.71
53208000,Carbohydrate,67.7
53208000,Sugar_Total,44.8
53208200,Carbohydrate,67.7
53208200,Sugar_Total,44.8
53226000,Carbohydrate,67.7
53226000,Sugar_Total,44.8
57602100,Carbohydrate,67.7
57602100,Fiber,10.1
57602100,Magnesium,138
57602100,Phosphorus,410
53710500,Carbohydrate,67.61
53710500,Niacin,19.267
53710500,Riboflavin,2.067
53710500,Calcium,576
53710500,Vitamin_B6,1.833
53710502,Carbohydrate,67.61
53710502,Niacin,19.267
53710502,Riboflavin,2.067
53710502,Calcium,576
53710502,Vitamin_B6,1.833
54326000,Carbohydrate,67.6
54326000,Polysaturated_Fat,11.8
53233060,Carbohydrate,67.56
53206030,Carbohydrate,67.49
53207020,Carbohydrate,67.49
53207050,Carbohydrate,67.49
54401111,Carbohydrate,67.44
91718000,Carbohydrate,67.41
91718000,Sugar_Total,62.68
53270100,Carbohydrate,67.37
53241500,Carbohydrate,67.34
91713050,Carbohydrate,67.3
91713050,Sugar_Total,62.58
54420210,Carbohydrate,67.26
54420210,Fiber,8.8
54440020,Carbohydrate,67.26
54440020,Fiber,8.8
91301080,Carbohydrate,67.21
91301080,Sugar_Total,60
57301510,Carbohydrate,67.19
57301510,Fiber,20.1
57301510,Copper,1.449
57301510,Potassium,845
71201050,Carbohydrate,67.13
71201050,Potassium,1727
71201060,Carbohydrate,67.13
71201060,Potassium,1727
53803100,Carbohydrate,67.1
53803100,Niacin,15.966
53803100,Riboflavin,3.229
53803100,Thiamin,1.459
53803100,Vitamin_B6,5.899
91702010,Carbohydrate,67.1
91702010,Sugar_Total,67.1
91702010,Saturated_Fat,24.1
57301512,Carbohydrate,66.9
57301512,Fiber,15
57301512,Potassium,620
54350000,Carbohydrate,66.85
54350000,Monosaturated_Fat,15.779
54350000,Vitamin_C,50.5
91760200,Carbohydrate,66.83
91760200,Sugar_Total,56.2
54102020,Carbohydrate,66.78
54102020,Saturated_Fat,17.2
53710504,Carbohydrate,66.72
53223100,Carbohydrate,66.7
53223100,Saturated_Fat,12.69
53231400,Carbohydrate,66.7
53231400,Saturated_Fat,12.69
91718200,Carbohydrate,66.53
91718200,Sugar_Total,60.47
91718200,Saturated_Fat,25.628
54408290,Carbohydrate,66.5
54408290,Sodium,1117
54408300,Carbohydrate,66.5
54408300,Sodium,1117
53118300,Carbohydrate,66.45
53118300,Sugar_Total,47.67
53203500,Carbohydrate,66.36
54440010,Carbohydrate,66.36
51808050,Carbohydrate,66.3
51808050,Fiber,10.2
51808050,Magnesium,164
54340100,Carbohydrate,66.3
54340100,Fiber,10.2
54340100,Magnesium,164
54340110,Carbohydrate,66.3
54340110,Fiber,10.2
54340110,Magnesium,164
91304030,Carbohydrate,66.3
91404000,Carbohydrate,66.3
91404000,Sugar_Total,60
53711100,Carbohydrate,66.27
53260500,Carbohydrate,66.26
53260500,Fiber,14.3
57602500,Carbohydrate,66.22
57602500,Fiber,15.4
57602500,Magnesium,235
57602500,Phosphorus,734
62126000,Carbohydrate,66.21
62126000,Sugar_Total,44.9
95201000,Carbohydrate,66.2
95201000,Choline,148.4
95201000,Niacin,14.24
95201000,Sugar_Total,65.8
95201000,Copper,1.425
95201000,Iron,12.82
95201000,Magnesium,228
95201000,Phosphorus,427
95201000,Potassium,947
95201000,Vitamin_B6,1.14
95201000,Vitamin_C,76.9
95220000,Carbohydrate,66.2
95220000,Choline,148.4
95220000,Niacin,14.24
95220000,Sugar_Total,65.8
95220000,Copper,1.425
95220000,Iron,12.82
95220000,Magnesium,228
95220000,Phosphorus,427
95220000,Potassium,947
95220000,Vitamin_B6,1.14
95220000,Vitamin_C,76.9
54408422,Carbohydrate,66.02
54408462,Carbohydrate,66.02
53209010,Carbohydrate,65.99
53209010,Sugar_Total,51.72
53209010,Saturated_Fat,17.241
62101100,Carbohydrate,65.89
62101100,Fiber,8.7
62101100,Sugar_Total,57.19
57408100,Carbohydrate,65.78
57408100,Fiber,20.3
57408100,Selenium,88.3
57408100,Magnesium,206
54403040,Carbohydrate,65.75
54403040,Fiber,12.2
54403040,Magnesium,122
91713020,Sugar_Total,59.81
91715000,Sugar_Total,46.2
53720200,Calcium,368
53720200,Magnesium,147
53720200,Vitamin_C,88.2
53101200,Sugar_Total,46.19
91306030,Sugar_Total,45.46
91301130,Sugar_Total,65
91703200,Sugar_Total,48.25
91703200,Saturated_Fat,18.96
91715200,Sugar_Total,54
71201200,Polysaturated_Fat,12.201
71201200,Potassium,760
71201210,Polysaturated_Fat,12.201
71201210,Potassium,760
53233040,Fiber,16.1
91705030,Sugar_Total,48.68
91705030,Saturated_Fat,17.953
91705430,Sugar_Total,48.68
91705430,Saturated_Fat,17.953
57601100,Fiber,42.8
57601100,Niacin,13.578
57601100,Magnesium,611
57601100,Phosphorus,1013
57601100,Potassium,1182
57601100,Vitamin_B6,1.303
53391150,Monosaturated_Fat,14.482
53710906,Polysaturated_Fat,12.05
53712100,Polysaturated_Fat,12.05
53713100,Polysaturated_Fat,12.05
53391100,Monosaturated_Fat,16.928
53247500,Saturated_Fat,17.7
62113100,Fiber,9.8
62113100,Sugar_Total,47.9
62113100,Potassium,680
91705200,Sugar_Total,54.5
91705200,Saturated_Fat,17.75
91705200,Magnesium,115
91734400,Sugar_Total,53.57
62122100,Potassium,732
71905410,Polysaturated_Fat,11.739
71905410,Potassium,786
91760100,Sugar_Total,59.89
91760100,Saturated_Fat,18.78
53204100,Sugar_Total,47.22
51185000,Sodium,1333
53710800,Fiber,7.7
53710800,Sugar_Total,42.31
53710800,Magnesium,321
53206500,Sugar_Total,40.32
53226550,Sugar_Total,40.91
91703400,Sugar_Total,48.86
91703400,Saturated_Fat,17.04
53115410,Sugar_Total,45.69
53104400,Sugar_Total,57.39
91305010,Sugar_Total,57.7
91726425,Sugar_Total,57.69
91726425,Saturated_Fat,19.23
53116020,Sugar_Total,46.52
54402200,Polysaturated_Fat,12.751
91726150,Sugar_Total,52.1
91718050,Sugar_Total,47.19
62104100,Sugar_Total,53.44
62104100,Potassium,1162
63148750,Sugar_Total,38.8
63148750,Potassium,628
91304090,Sugar_Total,54.05
91304090,Saturated_Fat,28.423
53224250,Sugar_Total,42.1
41304000,Lutein_and_Zeaxanthin,4930
